Log_name	Pos	Event_type	Server_id	End_log_pos	Info
mysql-bin.000002	2925199	Table_map	1	2925266	table_id: 105 (mysql.time_zone_name)
mysql-bin.000002	2925266	Write_rows	1	2925320	table_id: 105 flags: STMT_END_F
mysql-bin.000002	2925320	Table_map	1	2925389	table_id: 106 (mysql.time_zone_transition)
mysql-bin.000002	2925389	Write_rows	1	2925798	table_id: 106 flags: STMT_END_F
mysql-bin.000002	2925798	Table_map	1	2925879	table_id: 107 (mysql.time_zone_transition_type)
mysql-bin.000002	2925879	Write_rows	1	2925986	table_id: 107 flags: STMT_END_F
mysql-bin.000002	2925986	Table_map	1	2926045	table_id: 104 (mysql.time_zone)
mysql-bin.000002	2926045	Write_rows	1	2926086	table_id: 104 flags: STMT_END_F
mysql-bin.000002	2926086	Table_map	1	2926153	table_id: 105 (mysql.time_zone_name)
mysql-bin.000002	2926153	Write_rows	1	2926205	table_id: 105 flags: STMT_END_F
mysql-bin.000002	2926205	Table_map	1	2926274	table_id: 106 (mysql.time_zone_transition)
mysql-bin.000002	2926274	Write_rows	1	2926462	table_id: 106 flags: STMT_END_F
